Timestamp,Category,Product_Name,Room_No,Row_No,Product_Count,Item_ID,Storage_Type,Product_Size,Weight_kg,Access_Frequency,Last_Accessed,Stock_Threshold,Temperature_Requirement,Supplier_Name,Expiration_Date,Handling_Priority,Date,Units_Sold,Stock_On_Hand,Restock_Lead_Time_Days,Season,Promotion_Active,Supplier_Delay_Days,Forecast_Window
2025-03-24 02:45:44,Food,Apple,Room-1,Row-A,20,23fdabce,Cold Storage,Medium,8.75,78,2025-04-11 00:43:36,10,Refrigerated,Stephens-Russell,2025-04-19 02:45:44,High,2025-03-24 02:45:44,26,2,4,Spring,1,4,30
2025-03-28 18:01:29,Toys,Car,Room-3,Row-A,2,2c2c0715,Bin,Large,21.12,92,2025-04-09 23:16:50,15,None,Oneill Ltd,,Medium,2025-03-28 18:01:29,6,1,2,Spring,0,1,30
2025-03-14 12:03:59,Food,Rice,Room-2,Row-E,4,24c0c6ff,Pallet,Medium,6.48,56,2025-04-09 15:56:08,6,Refrigerated,Peterson LLC,2025-04-07 12:03:59,High,2025-03-14 12:03:59,33,0,10,Spring,1,2,30
2025-04-03 18:49:28,Food,Eggs,Room-1,Row-F,6,d0804a9a,Cold Storage,Large,41.75,1,2025-04-11 15:05:37,13,Refrigerated,Smith-Morgan,2025-04-18 18:49:28,Medium,2025-04-03 18:49:28,40,0,11,Spring,1,2,30
2025-03-29 13:17:34,Furniture,Cupboard,Room-1,Row-G,10,16bbf1bc,Pallet,Large,23.22,93,2025-04-09 09:20:21,8,None,Welch Ltd,,Medium,2025-03-29 13:17:34,32,0,12,Spring,1,1,7
2025-03-15 06:52:38,Toys,Puzzle,Room-9,Row-B,13,12441e71,Bin,Large,43.2,65,2025-04-08 06:10:39,7,None,"Hayden, Butler and Garcia",,Medium,2025-03-15 06:52:38,45,0,7,Spring,1,3,30
2025-03-17 11:08:03,Electronics,Tablet,Room-6,Row-C,1,9264428d,Pallet,Medium,9.7,84,2025-04-10 00:16:20,13,None,Reese-Wagner,,High,2025-03-17 11:08:03,1,5,13,Spring,1,2,14
2025-03-26 23:13:45,Electronics,TV,Room-3,Row-I,10,53e0244a,Cold Storage,Small,1.93,14,2025-04-08 16:38:30,13,None,Macias-Bush,,High,2025-03-26 23:13:45,30,0,5,Spring,0,2,7
2025-03-25 08:55:01,Toys,Blocks,Room-8,Row-J,20,d067914b,Pallet,Medium,9.71,77,2025-04-09 23:49:14,11,None,"Rojas, Alvarez and Martin",,Medium,2025-03-25 08:55:01,11,6,8,Spring,1,4,7
2025-04-10 18:12:39,Electronics,Tablet,Room-7,Row-E,1,6f22444d,Shelf,Small,1.78,57,2025-04-10 22:59:44,7,None,Morse-Gonzalez,,High,2025-04-10 18:12:39,27,0,1,Spring,0,0,7
2025-04-04 03:39:27,Furniture,Chair,Room-2,Row-A,2,522e5fee,Shelf,Small,1.43,8,2025-04-08 11:52:26,11,None,"Zavala, Henry and Torres",,Medium,2025-04-04 03:39:27,44,0,13,Spring,0,0,30
2025-04-06 23:12:49,Electronics,Smartphone,Room-8,Row-C,13,8d64ab2d,Bin,Small,1.67,92,2025-04-07 20:29:15,9,None,Frey PLC,,Medium,2025-04-06 23:12:49,38,0,2,Spring,1,4,30
2025-04-06 17:47:49,Food,Rice,Room-1,Row-H,7,bfa0d5c8,Cold Storage,Large,22.27,24,2025-04-12 10:17:20,7,Refrigerated,Ibarra Group,2025-05-02 17:47:49,Low,2025-04-06 17:47:49,46,0,6,Spring,0,3,30
2025-03-23 11:39:45,Furniture,Chair,Room-1,Row-B,20,a96429f1,Bin,Medium,4.64,50,2025-04-09 20:42:05,13,None,"Nguyen, Powers and Dalton",,Medium,2025-03-23 11:39:45,37,0,8,Spring,1,0,14
2025-03-31 03:59:00,Furniture,Bed,Room-2,Row-G,1,2a6125fc,Cold Storage,Small,0.75,73,2025-04-09 20:53:06,7,None,Weber-Davis,,Medium,2025-03-31 03:59:00,22,0,12,Spring,0,3,30
2025-04-11 08:22:01,Food,Bread,Room-1,Row-F,13,1bca645c,Shelf,Medium,3.45,2,2025-04-10 17:17:55,5,Refrigerated,Fernandez PLC,2025-04-21 08:22:01,High,2025-04-11 08:22:01,31,0,12,Spring,0,0,30
2025-04-07 20:43:25,Food,Apple,Room-1,Row-A,6,793a64be,Bin,Medium,7.93,53,2025-04-09 04:27:28,11,Refrigerated,"Davis, Campbell and Wood",2025-05-06 20:43:25,Medium,2025-04-07 20:43:25,36,0,4,Spring,1,2,14
2025-03-28 15:02:08,Toys,Blocks,Room-10,Row-I,10,4a5bb318,Cold Storage,Small,0.25,76,2025-04-09 08:57:20,13,None,Jones-Woods,,Medium,2025-03-28 15:02:08,19,0,1,Spring,1,0,30
2025-04-04 10:57:25,Clothing,T-Shirt,Room-5,Row-E,1,77b3d0f4,Pallet,Medium,4.7,98,2025-04-12 06:37:24,8,None,"Singh, Robinson and Gomez",,Medium,2025-04-04 10:57:25,35,0,11,Spring,0,0,30
2025-04-08 09:16:30,Food,Milk,Room-2,Row-F,19,12bf4518,Cold Storage,Large,32.09,11,2025-04-08 18:30:58,9,Refrigerated,"Boone, Wilkinson and Graham",2025-04-24 09:16:30,Medium,2025-04-08 09:16:30,43,0,6,Spring,1,0,7
2025-03-30 23:02:47,Clothing,T-Shirt,Room-3,Row-D,19,ad543523,Bin,Medium,5.67,33,2025-04-07 16:37:07,8,None,Davidson-Sanchez,,Medium,2025-03-30 23:02:47,12,2,7,Spring,1,3,30
2025-04-07 16:53:36,Toys,Car,Room-3,Row-A,6,d30a0ab9,Shelf,Small,1.32,86,2025-04-08 02:11:51,6,None,Dunn Group,,Medium,2025-04-07 16:53:36,22,0,9,Spring,1,4,7
2025-03-26 10:45:43,Food,Eggs,Room-4,Row-I,9,dc48c65a,Cold Storage,Medium,3.95,60,2025-04-11 11:04:25,7,Refrigerated,"Hernandez, Gomez and Allen",2025-04-17 10:45:43,High,2025-03-26 10:45:43,43,0,12,Spring,0,3,30
2025-04-08 07:38:56,Food,Eggs,Room-8,Row-B,5,1fa2e2b0,Pallet,Large,29.24,84,2025-04-08 02:24:34,15,Refrigerated,Lopez Inc,2025-05-06 07:38:56,Low,2025-04-08 07:38:56,31,0,8,Spring,1,1,14
2025-04-06 06:59:25,Clothing,Jeans,Room-7,Row-B,20,8210a217,Bin,Large,39.25,45,2025-04-12 03:24:07,9,None,Woodard-Daniel,,Medium,2025-04-06 06:59:25,9,10,13,Spring,0,2,14
2025-03-25 21:03:26,Electronics,TV,Room-10,Row-J,12,c792ce9a,Shelf,Small,0.73,24,2025-04-12 06:15:16,8,None,Graham and Sons,,Medium,2025-03-25 21:03:26,46,0,11,Spring,1,3,30
2025-03-20 20:37:45,Food,Eggs,Room-10,Row-H,2,1143f3f4,Cold Storage,Medium,9.68,90,2025-04-12 01:33:55,8,Refrigerated,"Morse, Adams and Johnson",2025-04-19 20:37:45,Medium,2025-03-20 20:37:45,35,0,2,Spring,1,0,7
2025-03-15 08:57:53,Clothing,Jacket,Room-2,Row-E,13,e3c559c2,Bin,Large,40.08,88,2025-04-07 19:09:11,6,None,Rubio LLC,,Medium,2025-03-15 08:57:53,32,0,12,Spring,1,0,14
2025-04-04 07:46:13,Toys,Blocks,Room-10,Row-A,12,07cfb309,Shelf,Small,1.01,45,2025-04-09 14:47:09,11,None,Chang PLC,,Medium,2025-04-04 07:46:13,35,0,5,Spring,0,2,30
2025-03-20 04:03:46,Toys,Lego,Room-1,Row-C,12,b989606b,Cold Storage,Large,45.03,50,2025-04-11 06:33:34,6,None,Clark-Washington,,Medium,2025-03-20 04:03:46,37,0,14,Spring,0,1,7
2025-03-30 11:43:46,Electronics,TV,Room-7,Row-G,19,0455f957,Pallet,Small,0.88,88,2025-04-09 20:44:08,11,None,Thomas-Frazier,,Medium,2025-03-30 11:43:46,10,18,1,Spring,0,3,7
2025-04-10 10:10:56,Toys,Blocks,Room-10,Row-C,6,109a2502,Shelf,Medium,8.02,78,2025-04-11 02:29:42,7,None,Hardy-Harris,,Medium,2025-04-10 10:10:56,49,0,2,Spring,0,0,30
2025-03-24 20:38:07,Toys,Doll,Room-8,Row-C,1,4421e835,Pallet,Medium,2.32,84,2025-04-10 04:24:56,10,None,Randolph-Bowman,,Medium,2025-03-24 20:38:07,12,0,1,Spring,1,1,30
2025-04-10 14:13:44,Electronics,Smartphone,Room-1,Row-H,13,1dbb2f6d,Pallet,Large,35.72,51,2025-04-11 05:01:16,12,None,Young LLC,,High,2025-04-10 14:13:44,11,3,14,Spring,0,0,7
2025-03-18 02:30:17,Toys,Puzzle,Room-1,Row-F,15,f8e8b660,Pallet,Large,36.54,44,2025-04-08 08:22:09,15,None,"Johnston, Nguyen and Ward",,Medium,2025-03-18 02:30:17,6,8,12,Spring,1,4,14
2025-04-05 10:24:19,Electronics,Laptop,Room-10,Row-B,12,e7764612,Bin,Small,0.58,36,2025-04-12 10:22:59,9,None,"Newman, Hernandez and Collier",,High,2025-04-05 10:24:19,27,0,6,Spring,0,3,7
2025-03-26 19:16:58,Clothing,Jacket,Room-8,Row-I,8,41d3da41,Bin,Large,39.36,86,2025-04-10 00:05:06,9,None,Mcconnell PLC,,Medium,2025-03-26 19:16:58,44,0,11,Spring,1,3,14
2025-03-24 17:32:28,Furniture,Chair,Room-4,Row-A,11,7f3b3b7e,Shelf,Medium,4.04,90,2025-04-09 07:32:49,13,None,Vaughan-Newman,,Medium,2025-03-24 17:32:28,24,0,7,Spring,1,1,7
2025-03-16 11:08:10,Toys,Car,Room-8,Row-I,1,734685c0,Bin,Small,1.02,61,2025-04-09 16:53:54,6,None,Harris-Norman,,Medium,2025-03-16 11:08:10,40,0,6,Spring,0,2,30
2025-04-07 20:25:13,Electronics,Smartphone,Room-6,Row-I,17,8104f9c3,Pallet,Small,0.25,49,2025-04-09 15:04:04,8,None,"Williams, Parsons and Davis",,Low,2025-04-07 20:25:13,38,0,13,Spring,1,1,14
2025-04-11 21:46:11,Toys,Doll,Room-5,Row-A,19,2cd0a1b0,Bin,Large,11.6,6,2025-04-10 19:08:06,14,None,Taylor-Barnett,,Medium,2025-04-11 21:46:11,26,0,6,Spring,0,1,7
2025-04-11 04:18:29,Toys,Doll,Room-4,Row-E,7,839e7aa0,Bin,Medium,4.76,61,2025-04-07 14:08:39,9,None,"Cannon, Cruz and Kim",,Medium,2025-04-11 04:18:29,3,14,12,Spring,1,1,30
2025-03-14 19:06:28,Electronics,TV,Room-8,Row-G,20,1b404fbe,Cold Storage,Small,1.66,84,2025-04-10 13:26:10,15,None,Watson Ltd,,Low,2025-03-14 19:06:28,12,14,8,Spring,1,0,30
2025-03-24 15:17:02,Food,Rice,Room-1,Row-I,15,29afd376,Shelf,Small,1.3,32,2025-04-08 07:14:09,9,Refrigerated,"Green, Reyes and Anderson",2025-04-08 15:17:02,Low,2025-03-24 15:17:02,28,0,9,Spring,0,4,14
2025-03-13 16:45:03,Clothing,T-Shirt,Room-5,Row-B,6,0d2376ad,Bin,Large,20.96,75,2025-04-11 19:41:35,12,None,Jones-Collier,,Medium,2025-03-13 16:45:03,27,0,13,Spring,0,2,14
2025-03-25 23:46:02,Furniture,Cupboard,Room-2,Row-D,8,9806b531,Bin,Medium,5.99,63,2025-04-11 01:50:21,15,None,"Williams, Wilkerson and Daniels",,Medium,2025-03-25 23:46:02,27,0,12,Spring,0,1,7
2025-03-17 17:29:18,Food,Milk,Room-4,Row-F,1,c32f1ed0,Pallet,Small,0.37,77,2025-04-10 15:38:10,15,Refrigerated,Johnson-Joseph,2025-04-06 17:29:18,Medium,2025-03-17 17:29:18,14,0,1,Spring,0,1,14
2025-04-11 14:30:27,Furniture,Cupboard,Room-5,Row-D,4,1a959aa5,Pallet,Medium,5.94,34,2025-04-08 03:46:35,6,None,"Lynch, Osborne and Sullivan",,Medium,2025-04-11 14:30:27,18,0,6,Spring,0,1,7
2025-04-08 13:28:48,Furniture,Bed,Room-4,Row-J,17,beb5ef22,Pallet,Small,0.97,34,2025-04-08 12:27:59,6,None,"Franklin, Cooper and Harrison",,Medium,2025-04-08 13:28:48,28,0,10,Spring,0,4,14
2025-03-17 17:10:03,Furniture,Table,Room-6,Row-H,14,43c56d82,Bin,Medium,5.9,38,2025-04-12 07:15:37,13,None,"Jackson, Brennan and Lyons",,Medium,2025-03-17 17:10:03,41,0,8,Spring,0,3,7
2025-03-21 22:53:21,Electronics,Tablet,Room-5,Row-I,9,d5d817d7,Bin,Medium,3.72,68,2025-04-12 01:37:46,8,None,Freeman-Williams,,High,2025-03-21 22:53:21,16,0,12,Spring,1,0,7
2025-03-19 07:35:42,Toys,Lego,Room-4,Row-A,14,835bd245,Shelf,Large,20.92,17,2025-04-07 21:05:22,13,None,"Atkinson, Robinson and Morgan",,Medium,2025-03-19 07:35:42,26,0,4,Spring,1,2,14
2025-04-07 00:28:03,Electronics,Tablet,Room-3,Row-H,7,de9a5c6a,Pallet,Medium,2.97,30,2025-04-11 06:52:03,7,None,Garcia-Wagner,,Medium,2025-04-07 00:28:03,30,0,12,Spring,0,1,30
2025-03-28 09:51:47,Furniture,Table,Room-7,Row-E,17,395ad129,Bin,Medium,7.04,12,2025-04-11 03:11:57,13,None,Dixon PLC,,Medium,2025-03-28 09:51:47,50,0,7,Spring,1,2,14
2025-04-08 13:05:37,Food,Bread,Room-7,Row-F,10,6aabbc6a,Cold Storage,Medium,2.18,18,2025-04-08 14:33:09,9,Refrigerated,Warren and Sons,2025-04-24 13:05:37,High,2025-04-08 13:05:37,25,0,12,Spring,1,1,14
2025-03-31 04:34:41,Food,Apple,Room-2,Row-F,6,e4166f13,Bin,Large,23.61,25,2025-04-09 16:16:39,7,Refrigerated,"Tran, Mcguire and Burns",2025-04-14 04:34:41,High,2025-03-31 04:34:41,36,0,10,Spring,0,4,30
2025-04-07 12:11:28,Electronics,Smartphone,Room-6,Row-G,5,fdac0cb0,Shelf,Medium,3.43,48,2025-04-10 11:28:16,10,None,"Martinez, Davenport and Sherman",,Low,2025-04-07 12:11:28,20,0,5,Spring,0,4,7
2025-03-19 22:37:48,Food,Eggs,Room-3,Row-E,13,7b58ce53,Cold Storage,Large,14.84,82,2025-04-08 04:22:03,9,Refrigerated,Scott-Michael,2025-03-31 22:37:48,Medium,2025-03-19 22:37:48,23,0,12,Spring,0,0,7
2025-03-24 17:07:31,Furniture,Chair,Room-9,Row-A,13,cfd859ab,Bin,Large,43.25,64,2025-04-07 23:02:15,14,None,"Wright, Glenn and Landry",,Medium,2025-03-24 17:07:31,39,0,11,Spring,1,0,30
2025-04-10 18:25:40,Toys,Doll,Room-7,Row-B,4,1470db0f,Shelf,Large,23.62,1,2025-04-08 12:41:44,10,None,Faulkner PLC,,Medium,2025-04-10 18:25:40,33,0,9,Spring,0,1,7
2025-04-08 15:58:23,Furniture,Bed,Room-8,Row-G,12,d8e58344,Shelf,Small,0.26,8,2025-04-09 10:33:33,10,None,Howard PLC,,Medium,2025-04-08 15:58:23,33,0,1,Spring,1,4,30
2025-04-01 00:53:56,Electronics,Laptop,Room-5,Row-F,15,1e15b5c0,Cold Storage,Large,43.57,24,2025-04-12 13:24:36,5,None,Smith Ltd,,High,2025-04-01 00:53:56,34,0,6,Spring,1,3,30
2025-03-15 01:40:13,Furniture,Sofa,Room-8,Row-I,2,a44adc24,Pallet,Small,0.37,60,2025-04-10 01:59:04,8,None,White Ltd,,Medium,2025-03-15 01:40:13,20,0,2,Spring,1,2,14
2025-04-12 04:32:57,Toys,Lego,Room-7,Row-A,4,c6e75694,Cold Storage,Small,1.27,20,2025-04-07 17:12:44,10,None,Mitchell-Brock,,Medium,2025-04-12 04:32:57,41,0,13,Spring,0,4,30
2025-04-06 09:49:05,Furniture,Table,Room-1,Row-C,2,db18099e,Shelf,Small,0.4,13,2025-04-11 02:01:22,11,None,Sullivan Inc,,Medium,2025-04-06 09:49:05,46,0,6,Spring,0,0,14
2025-03-16 08:28:45,Electronics,TV,Room-9,Row-J,19,96de88ce,Shelf,Medium,4.41,89,2025-04-10 16:38:32,6,None,"Webb, Figueroa and Carrillo",,High,2025-03-16 08:28:45,3,16,1,Spring,1,1,7
2025-04-07 09:55:44,Clothing,T-Shirt,Room-7,Row-J,17,e13cca6b,Cold Storage,Large,25.24,27,2025-04-09 18:10:46,11,None,Dalton-Coleman,,Medium,2025-04-07 09:55:44,36,0,7,Spring,0,0,30
2025-03-21 13:55:44,Toys,Car,Room-3,Row-F,1,cb0dd135,Bin,Small,1.94,100,2025-04-09 01:25:26,13,None,Davis-Estes,,Medium,2025-03-21 13:55:44,2,6,6,Spring,0,1,14
2025-03-24 12:31:07,Clothing,Jeans,Room-3,Row-J,7,92f10e82,Pallet,Large,48.49,4,2025-04-08 15:46:00,10,None,Bell LLC,,Medium,2025-03-24 12:31:07,43,0,11,Spring,1,3,30
2025-03-19 21:50:46,Food,Eggs,Room-2,Row-H,13,e46e5c0a,Cold Storage,Medium,5.26,55,2025-04-11 01:57:55,10,Refrigerated,Elliott PLC,2025-03-30 21:50:46,Medium,2025-03-19 21:50:46,40,0,11,Spring,1,1,7
2025-04-02 16:09:03,Toys,Doll,Room-1,Row-G,1,f10d69f7,Shelf,Medium,9.71,40,2025-04-12 03:37:59,6,None,"Nguyen, Rogers and Finley",,Medium,2025-04-02 16:09:03,42,0,6,Spring,0,2,14
2025-04-03 23:01:38,Toys,Blocks,Room-3,Row-G,18,b73859ba,Pallet,Small,1.65,85,2025-04-11 01:40:59,10,None,"Hurley, Williams and Oneal",,Medium,2025-04-03 23:01:38,21,7,8,Spring,1,4,7
2025-03-24 22:05:45,Toys,Puzzle,Room-5,Row-H,18,cdc5d956,Cold Storage,Medium,3.84,15,2025-04-12 10:20:42,10,None,"Anderson, Valdez and Briggs",,Medium,2025-03-24 22:05:45,14,7,5,Spring,0,3,30
2025-04-11 18:19:34,Clothing,Shirt,Room-7,Row-C,1,e9bddd4d,Shelf,Small,1.58,44,2025-04-11 23:28:39,5,None,Ray-Hurley,,Medium,2025-04-11 18:19:34,12,0,5,Spring,0,1,30
2025-03-16 02:09:39,Toys,Blocks,Room-10,Row-A,2,3cce82dd,Cold Storage,Small,1.97,59,2025-04-08 04:03:37,10,None,Pitts LLC,,Medium,2025-03-16 02:09:39,17,0,12,Spring,0,4,14
2025-03-26 12:38:49,Electronics,TV,Room-6,Row-F,18,44aa32d7,Bin,Small,1.0,14,2025-04-10 18:07:28,15,None,"Strickland, Gallagher and Green",,High,2025-03-26 12:38:49,22,0,11,Spring,0,2,30
2025-03-31 16:14:32,Furniture,Bed,Room-2,Row-J,16,6c00868c,Shelf,Large,38.76,44,2025-04-08 06:53:05,5,None,Rivas Inc,,Medium,2025-03-31 16:14:32,41,0,2,Spring,1,4,14
2025-03-18 06:17:50,Food,Milk,Room-2,Row-J,4,39030578,Cold Storage,Large,48.52,1,2025-04-08 03:03:36,13,Refrigerated,"Turner, Thomas and White",2025-04-16 06:17:50,High,2025-03-18 06:17:50,23,0,11,Spring,0,3,14
2025-04-01 05:40:49,Furniture,Sofa,Room-8,Row-I,20,a85b8873,Shelf,Small,1.76,23,2025-04-10 02:40:15,15,None,Spears-Morgan,,Medium,2025-04-01 05:40:49,25,0,8,Spring,1,2,7
2025-03-27 16:22:07,Toys,Doll,Room-2,Row-F,15,1ac0b02a,Bin,Medium,9.7,30,2025-04-10 12:05:12,15,None,Li-Williams,,Medium,2025-03-27 16:22:07,20,0,14,Spring,0,1,30
2025-04-11 19:14:32,Furniture,Table,Room-1,Row-H,7,d0107258,Pallet,Large,38.1,9,2025-04-08 05:02:00,7,None,"Nguyen, Perry and Lucas",,Medium,2025-04-11 19:14:32,4,10,3,Spring,0,1,30
2025-03-14 08:12:24,Electronics,Smartphone,Room-3,Row-A,8,318fa810,Pallet,Large,23.16,11,2025-04-10 05:39:24,5,None,"Larsen, French and Duncan",,Medium,2025-03-14 08:12:24,48,0,7,Spring,0,0,30
2025-03-20 08:16:59,Clothing,T-Shirt,Room-10,Row-A,18,9a0a6dc0,Shelf,Large,44.61,2,2025-04-09 16:12:43,10,None,Cole Group,,Medium,2025-03-20 08:16:59,33,0,8,Spring,1,4,14
2025-03-28 04:36:26,Electronics,Tablet,Room-6,Row-H,17,625300db,Cold Storage,Large,49.32,3,2025-04-11 05:48:25,5,None,Cooper-Cannon,,High,2025-03-28 04:36:26,28,0,7,Spring,1,2,7
2025-03-30 12:13:14,Clothing,Jacket,Room-1,Row-A,6,177e9344,Bin,Large,34.61,50,2025-04-10 10:12:17,5,None,"Mcclure, Santos and Garcia",,Medium,2025-03-30 12:13:14,6,0,14,Spring,0,4,30
2025-03-30 03:13:21,Toys,Doll,Room-1,Row-B,19,2fc68536,Shelf,Medium,8.51,14,2025-04-10 04:44:03,10,None,Rodriguez-Fitzpatrick,,Medium,2025-03-30 03:13:21,9,10,2,Spring,0,3,7
2025-04-05 05:07:52,Electronics,Speaker,Room-4,Row-F,4,1f6c8fd0,Cold Storage,Medium,7.52,58,2025-04-08 19:52:42,10,None,"Clark, Morrison and Schaefer",,High,2025-04-05 05:07:52,35,0,4,Spring,0,1,14
2025-04-07 07:06:45,Toys,Doll,Room-10,Row-G,20,56f0571c,Cold Storage,Small,0.88,11,2025-04-11 16:34:29,9,None,Hall-Smith,,Medium,2025-04-07 07:06:45,11,16,9,Spring,0,0,30
2025-03-29 17:17:53,Furniture,Chair,Room-9,Row-F,16,43ebf45c,Bin,Small,1.12,83,2025-04-11 02:13:36,5,None,Huff-Brown,,Medium,2025-03-29 17:17:53,26,0,5,Spring,1,3,30
2025-03-19 23:37:11,Food,Bread,Room-8,Row-A,5,32894c45,Bin,Medium,2.17,90,2025-04-09 10:59:34,13,Refrigerated,Hill-Fitzpatrick,2025-04-14 23:37:11,Medium,2025-03-19 23:37:11,6,7,6,Spring,1,3,14
2025-04-10 23:16:46,Clothing,Shirt,Room-4,Row-J,14,56d819a1,Cold Storage,Medium,2.97,61,2025-04-10 11:03:20,11,None,"Sanchez, Brandt and Johnson",,Medium,2025-04-10 23:16:46,9,14,7,Spring,0,1,30
2025-04-04 19:49:20,Toys,Car,Room-10,Row-H,16,210abc51,Cold Storage,Large,47.69,60,2025-04-10 03:26:27,9,None,Flynn Group,,Medium,2025-04-04 19:49:20,15,0,9,Spring,0,4,30
2025-04-07 05:05:47,Clothing,Jacket,Room-3,Row-I,2,4c0964a0,Cold Storage,Large,25.46,61,2025-04-11 21:00:41,15,None,"Collier, Martinez and Watkins",,Medium,2025-04-07 05:05:47,17,0,3,Spring,0,3,14
2025-03-17 14:27:11,Furniture,Chair,Room-4,Row-I,13,08d1a768,Bin,Large,32.2,10,2025-04-12 09:20:54,7,None,Freeman LLC,,Medium,2025-03-17 14:27:11,35,0,11,Spring,1,0,14
2025-03-15 00:00:41,Furniture,Bed,Room-3,Row-A,10,295bfd90,Pallet,Large,22.46,87,2025-04-09 18:16:23,5,None,"Lawrence, Hill and Reyes",,Medium,2025-03-15 00:00:41,36,0,9,Spring,0,3,14
2025-04-08 20:18:55,Food,Milk,Room-1,Row-F,16,5879841a,Cold Storage,Small,1.74,17,2025-04-10 18:05:51,7,Refrigerated,Monroe PLC,2025-04-14 20:18:55,High,2025-04-08 20:18:55,40,0,5,Spring,0,0,7
2025-04-05 02:20:22,Electronics,Tablet,Room-6,Row-C,11,c8d55f68,Pallet,Small,0.72,25,2025-04-11 16:06:19,8,None,Herman-Woodard,,High,2025-04-05 02:20:22,9,0,12,Spring,1,1,30
2025-04-09 04:52:02,Furniture,Chair,Room-3,Row-H,15,4ccc37f0,Cold Storage,Large,16.8,33,2025-04-11 17:56:39,9,None,Frye-Chen,,Medium,2025-04-09 04:52:02,27,0,12,Spring,1,0,7
2025-03-14 01:35:42,Clothing,T-Shirt,Room-4,Row-J,2,970c0dd7,Pallet,Medium,9.06,39,2025-04-11 12:10:34,5,None,"Hanson, Yu and Carter",,Medium,2025-03-14 01:35:42,12,0,5,Spring,0,1,7
2025-03-19 06:11:29,Food,Apple,Room-5,Row-F,6,8b31d208,Cold Storage,Large,47.21,38,2025-04-09 13:22:08,7,Refrigerated,Chapman-Brown,2025-04-08 06:11:29,Low,2025-03-19 06:11:29,32,0,8,Spring,1,4,14
2025-03-26 04:41:53,Furniture,Cupboard,Room-10,Row-D,8,3bf3f1e0,Bin,Medium,5.35,98,2025-04-11 10:43:34,11,None,Lopez Ltd,,Medium,2025-03-26 04:41:53,2,16,4,Spring,0,2,14
2025-04-05 03:33:05,Toys,Lego,Room-8,Row-C,3,5cdd1c8f,Pallet,Medium,5.89,67,2025-04-08 13:23:27,10,None,Cisneros Group,,Medium,2025-04-05 03:33:05,50,0,2,Spring,0,1,14
2025-03-30 00:42:09,Electronics,Laptop,Room-1,Row-G,8,4f740b57,Pallet,Medium,8.37,10,2025-04-12 12:42:19,10,None,"Dudley, Jackson and Howard",,Low,2025-03-30 00:42:09,43,0,2,Spring,0,0,30
2025-03-27 14:12:10,Clothing,Shirt,Room-2,Row-H,20,d6bbfa3f,Pallet,Large,29.94,96,2025-04-11 03:17:12,10,None,"Williams, Russell and Bond",,Medium,2025-03-27 14:12:10,33,0,11,Spring,1,4,30
2025-03-19 02:33:30,Toys,Blocks,Room-5,Row-B,9,f31ffbbf,Pallet,Small,0.91,52,2025-04-09 19:06:54,11,None,Lam-Calderon,,Medium,2025-03-19 02:33:30,0,4,12,Spring,0,0,30
2025-03-13 21:11:26,Food,Milk,Room-4,Row-J,6,e60834b8,Shelf,Medium,2.67,23,2025-04-12 07:15:25,11,Refrigerated,Ortega Inc,2025-04-04 21:11:26,Low,2025-03-13 21:11:26,40,0,8,Spring,0,1,14
2025-03-26 19:09:48,Clothing,Jacket,Room-10,Row-D,8,826954c2,Bin,Large,16.94,3,2025-04-08 10:36:16,5,None,Smith Group,,Medium,2025-03-26 19:09:48,24,0,12,Spring,1,3,7
2025-03-31 19:36:30,Furniture,Table,Room-6,Row-D,14,f8e3bbad,Bin,Medium,9.3,93,2025-04-08 15:01:52,12,None,"Riley, Lynch and Rivera",,Medium,2025-03-31 19:36:30,28,0,6,Spring,1,4,30
2025-03-29 16:39:32,Clothing,T-Shirt,Room-5,Row-E,14,5cce83de,Pallet,Small,0.79,70,2025-04-09 01:11:39,14,None,Quinn-Smith,,Medium,2025-03-29 16:39:32,49,0,1,Spring,0,1,14
2025-03-14 15:44:43,Clothing,Shirt,Room-5,Row-H,11,7691548f,Cold Storage,Medium,7.76,47,2025-04-09 10:21:24,15,None,Brown LLC,,Medium,2025-03-14 15:44:43,27,0,14,Spring,0,2,7
2025-04-03 15:46:32,Furniture,Sofa,Room-3,Row-F,7,d4aee535,Shelf,Large,40.17,42,2025-04-10 08:26:39,11,None,Hicks-Chang,,Medium,2025-04-03 15:46:32,46,0,3,Spring,0,3,14
2025-03-17 01:11:19,Furniture,Chair,Room-8,Row-G,9,efa95aaa,Shelf,Small,0.88,39,2025-04-10 16:07:13,5,None,Cisneros-Mullins,,Medium,2025-03-17 01:11:19,42,0,11,Spring,0,1,7
2025-04-08 06:22:54,Electronics,Smartphone,Room-6,Row-B,2,32c05c9b,Bin,Small,1.78,97,2025-04-08 07:47:32,11,None,"Thompson, White and Oneal",,High,2025-04-08 06:22:54,2,7,6,Spring,1,3,7
2025-04-07 05:02:59,Clothing,T-Shirt,Room-3,Row-F,14,89df82be,Pallet,Large,47.01,14,2025-04-11 18:51:36,15,None,"Serrano, Valenzuela and Walter",,Medium,2025-04-07 05:02:59,22,2,3,Spring,1,3,7
2025-04-07 00:27:18,Furniture,Sofa,Room-3,Row-J,15,47b9c58d,Pallet,Small,1.8,55,2025-04-11 23:44:49,11,None,Khan LLC,,Medium,2025-04-07 00:27:18,29,0,13,Spring,1,4,30
